"","AIANNHCE","AIANNHNS","GEOID","NAME","NAMELSAD","LSAD","CLASSFP","COMPTYP","AIANNHR","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"753","7305","02419197","7305R","Red Devil","Red Devil ANVSA","79","E1","R","F","G2130","S",65077917,6991305,"+61.7575614","-157.3584514"
"754","7495","02419223","7495R","Sleetmute","Sleetmute ANVSA","79","E1","R","F","G2130","S",54760745,13575181,"+61.6538615","-157.1030202"
"755","7525","02419236","7525R","Stony River","Stony River ANVSA","79","E1","R","F","G2130","S",7964374,4619162,"+61.7930809","-156.5869665"
"756","7625","02419259","7625R","Toksook Bay","Toksook Bay ANVSA","79","E1","R","F","G2130","S",36914166,76343,"+60.5522738","-165.1081095"
"757","6240","02418796","6240R","Brevig Mission","Brevig Mission ANVSA","79","E1","R","F","G2130","S",6627721,183758,"+65.3439200","-166.5084927"
"758","6380","02418849","6380R","Council","Council ANVSA","79","E1","R","F","G2130","S",55014132,2345326,"+64.8893892","-163.5896147"
"759","6530","02418595","6530R","Gambell","Gambell ANVSA","79","E1","R","F","G2130","S",28230077,4871754,"+63.7626916","-171.6878653"
"760","7475","02575190","7475R","Sitka","Sitka ANVSA","79","E1","R","F","G2130","S",6832492,901620,"+57.0638442","-135.3288373"
"761","5830","01925073","5830R","Seminole","Seminole OTSA","88","D6","R","F","G2140","S",1470207597,18963020,"+35.1631053","-096.6259468"
"762","5580","02418818","5580R","Chickasaw","Chickasaw OTSA","88","D6","R","F","G2140","S",18829671238,487552036,"+34.4703192","-097.2341212"
"763","5590","02418833","5590R","Choctaw","Choctaw OTSA","88","D6","R","F","G2140","S",27462078327,733788957,"+34.5090320","-095.4434638"
"764","5780","01925076","5780R","Pawnee","Pawnee OTSA","88","D6","R","F","G2140","S",1333538577,56259659,"+36.3095441","-096.6765095"
"765","5550","02418810","5550R","Cherokee","Cherokee OTSA","88","D6","R","F","G2140","S",17336831708,697799086,"+36.2236395","-095.1847784"
"766","5690","01925070","5690R","Kaw","Kaw OTSA","88","D6","R","F","G2140","S",1233506711,53326049,"+36.8902973","-097.0224714"
"767","5800","02419180","5800R","Ponca","Ponca OTSA","88","D6","R","F","G2140","S",423805543,8593187,"+36.5882259","-097.0977632"
"768","5860","01925069","5860R","Tonkawa","Tonkawa OTSA","88","D6","R","F","G2140","S",369101642,2726148,"+36.6786409","-097.3522193"
"769","5760","01925068","5760R","Otoe-Missouria","Otoe-Missouria OTSA","88","D6","R","F","G2140","S",498170073,25543800,"+36.4223594","-097.0868106"
"770","5620","01925077","5620R","Creek","Creek OTSA","88","D6","R","F","G2140","S",11988327710,407474322,"+35.6675677","-096.0182551"
"771","5720","02418654","5720R","Kiowa-Comanche-Apache-Fort Sill Apache","Kiowa-Comanche-Apache-Fort Sill Apache OTSA","88","D6","R","F","G2140","S",16454048700,196844901,"+34.6570770","-098.8965330"
"772","5600","01925074","5600R","Citizen Potawatomi Nation-Absentee Shawnee","Citizen Potawatomi Nation-Absentee Shawnee OTSA","88","D6","R","F","G2140","S",2892155540,44456535,"+35.1950540","-097.0815897"
"773","5740","02418715","5740R","Modoc","Modoc OTSA","88","D6","R","F","G2140","S",16173615,0,"+36.8618548","-094.6408441"
"774","5770","02419159","5770R","Ottawa","Ottawa OTSA","88","D6","R","F","G2140","S",60616057,1494724,"+36.8489534","-094.7962849"
"775","5795","02419165","5795R","Peoria","Peoria OTSA","88","D6","R","F","G2140","S",101791253,364779,"+36.9009375","-094.7444227"
"776","5810","02419193","5810R","Quapaw","Quapaw OTSA","88","D6","R","F","G2140","S",223775599,1225797,"+36.9633168","-094.7662662"
"777","5890","02419290","5890R","Wyandotte","Wyandotte OTSA","88","D6","R","F","G2140","S",84411863,3943307,"+36.7960323","-094.7069615"
"778","5835","02419214","5835R","Seneca-Cayuga","Seneca-Cayuga OTSA","88","D6","R","F","G2140","S",187287772,28363619,"+36.6920319","-094.6788260"
"779","5540","01925075","5540R","Caddo-Wichita-Delaware","Caddo-Wichita-Delaware OTSA","88","D6","R","F","G2140","S",2659924660,28210704,"+35.3155549","-098.3463311"
"780","5560","02418814","5560R","Cheyenne-Arapaho","Cheyenne-Arapaho OTSA","88","D6","R","F","G2140","S",21022862829,153749793,"+35.6882710","-098.9538252"
"781","5640","02418563","5640R","Eastern Shawnee","Eastern Shawnee OTSA","88","D6","R","F","G2140","S",52696544,992841,"+36.8496045","-094.6890840"
"782","5730","02418711","5730R","Miami","Miami OTSA","88","D6","R","F","G2140","S",71767204,921904,"+36.9699687","-094.9618241"
"783","5670","01925066","5670R","Iowa","Iowa OTSA","88","D6","R","F","G2140","S",923602171,8419443,"+35.8184648","-097.0786472"
"784","5820","01925067","5820R","Sac and Fox","Sac and Fox OTSA","88","D6","R","F","G2140","S",1914402184,28534012,"+35.7168082","-096.7794378"
"785","5700","02418651","5700R","Kickapoo","Kickapoo OTSA","88","D6","R","F","G2140","S",646340254,6493570,"+35.5394601","-097.0252420"
"786","9835","02418724","9835R","Nanticoke Lenni Lenape","Nanticoke Lenni Lenape SDTSA","92","D9","R","S","G2150","S",49620130,642881,"+39.4061548","-075.1862733"
"787","9745","02418608","9745R","Haliwa-Saponi","Haliwa-Saponi SDTSA","92","D9","R","S","G2150","S",458499743,1187702,"+36.2546855","-077.9708335"
"788","9880","02419231","9880R","Star Muskogee Creek","Star Muskogee Creek SDTSA","92","D9","R","S","G2150","S",291741229,810202,"+31.7157276","-085.9724215"
"789","9635","02418841","9635R","Coharie","Coharie SDTSA","92","D9","R","S","G2150","S",625610825,7936399,"+35.2076955","-078.6413092"
"790","9815","02418691","9815R","Lumbee","Lumbee SDTSA","92","D9","R","S","G2150","S",4706296093,22148848,"+34.7917323","-079.1622793"
"791","9970","02419280","9970R","Waccamaw Siouan","Waccamaw Siouan SDTSA","92","D9","R","S","G2150","S",117419651,84841,"+34.3969741","-078.5512349"
"792","9850","02419194","9850R","Ramapough","Ramapough SDTSA","92","D9","R","S","G2150","S",18528715,260904,"+41.1435756","-074.2749063"
"793","9800","02575194","9800R","Lenape Indian Tribe of Delaware","Lenape Indian Tribe of Delaware SDTSA","92","D9","R","S","G2150","S",5823958,0,"+39.2067353","-075.5934787"
"794","9550","02418812","9550R","Cher-O-Creek","Cher-O-Creek SDTSA","92","D9","R","S","G2150","S",834628540,2888970,"+31.1664484","-085.2832667"
"795","9560","02418811","9560R","Cherokee Tribe of Northeast Alabama","Cherokee Tribe of Northeast Alabama SDTSA","92","D9","R","S","G2150","S",87993087,379299,"+34.2187234","-086.3333089"
"796","9510","02418753","9510R","Adais Caddo","Adais Caddo SDTSA","92","D9","R","S","G2150","S",378869487,4749613,"+31.7567600","-093.2814473"
"797","9675","02418562","9675R","Eastern Chickahominy","Eastern Chickahominy SDTSA","92","D9","R","S","G2150","S",5781366,0,"+37.4363227","-076.9732390"
"798","9580","02418815","9580R","Chickahominy","Chickahominy SDTSA","92","D9","R","S","G2150","S",134292956,64589,"+37.4009925","-077.1338011"
"799","9960","02419278","9960R","United Houma Nation","United Houma Nation SDTSA","92","D9","R","S","G2150","S",1507241810,64463773,"+29.5999579","-090.7266525"
"800","9963","02564995","9963R","Upper South Carolina Pee Dee","Upper South Carolina Pee Dee SDTSA","92","D9","R","S","G2150","S",101986187,90857,"+34.5280750","-079.4228841"
"801","9630","02418840","9630R","Clifton Choctaw","Clifton Choctaw SDTSA","92","D9","R","S","G2150","S",126404446,268159,"+31.3182539","-092.8646129"
"802","9525","02564992","9525R","Beaver Creek","Beaver Creek SDTSA","92","D9","R","S","G2150","S",64936554,265588,"+33.5281893","-081.2969705"
"803","9967","02564996","9967R","Waccamaw","Waccamaw SDTSA","92","D9","R","S","G2150","S",3318591,10884,"+33.9748050","-079.1979387"
"804","9844","02564993","9844R","Pee Dee","Pee Dee SDTSA","92","D9","R","S","G2150","S",132023703,1831757,"+34.7203538","-079.6604799"
"805","9830","02418723","9830R","Nanticoke Indian Tribe","Nanticoke Indian Tribe SDTSA","92","D9","R","S","G2150","S",71723203,223649,"+38.6547496","-075.2136421"
"806","9515","02418775","9515R","Apache Choctaw","Apache Choctaw SDTSA","92","D9","R","S","G2150","S",221732306,2632989,"+31.6318630","-093.6567113"
"807","9865","02418630","9865R","Sappony","Sappony SDTSA","92","D9","R","S","G2150","S",111355723,10556262,"+36.4880389","-078.8654393"
"808","9680","02418564","9680R","Echota Cherokee","Echota Cherokee SDTSA","92","D9","R","S","G2150","S",1318470888,7821677,"+34.4588845","-087.2268961"
"809","9820","02418693","9820R","MaChis Lower Creek","MaChis Lower Creek SDTSA","92","D9","R","S","G2150","S",1730860674,6631976,"+31.3327576","-086.0041608"
"810","9825","02418704","9825R","Meherrin","Meherrin SDTSA","92","D9","R","S","G2150","S",84479564,1159704,"+36.3368589","-076.9488369"
"811","9838","02564991","9838R","Occaneechi-Saponi","Occaneechi-Saponi SDTSA","92","D9","R","S","G2150","S",242302390,4347479,"+36.1775818","-079.2533327"
"812","9950","02575195","9950R","United Cherokee Ani-Yun-Wiya Nation","United Cherokee Ani-Yun-Wiya Nation SDTSA","92","D9","R","S","G2150","S",21835462,2152751,"+34.3043115","-086.3125272"
"813","9720","02418587","9720R","Four Winds Cherokee","Four Winds Cherokee SDTSA","92","D9","R","S","G2150","S",567262438,5173162,"+31.1249747","-093.3245849"
"814","9975","02584541","9975R","Wassamasaw","Wassamasaw SDTSA","92","D9","R","S","G2150","S",22891710,0,"+33.0701277","-080.1007356"
"815","9875","02564994","9875R","Santee","Santee SDTSA","92","D9","R","S","G2150","S",19886666,0,"+33.3522159","-080.3868279"
"816","8450","02418703","8450R","Mechoopda","Mechoopda TDSA","80","D6","R","F","G2160","S",3395740,0,"+39.7207935","-121.8021932"
"817","8100","02418802","8100R","Cayuga Nation","Cayuga Nation TDSA","80","D6","R","F","G2160","S",98026627,92262054,"+42.7901633","-076.7149090"
"818","8750","02419206","8750R","Samish","Samish TDSA","80","D6","R","F","G2160","S",581838206,1407789285,"+48.5553590","-122.8939792"
"819","8300","02418631","8300R","Ione Band of Miwok","Ione Band of Miwok TDSA","80","D6","R","F","G2160","S",5486382,0,"+38.4587445","-120.8484057"
"820","5955","02418655","5955R","Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware","Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA","90","D0","R","F","G2170","S",499508318,1557225,"+35.0575934","-098.3176097"
"821","4930","02419124","4930R","San Felipe Pueblo/Santa Ana Pueblo","San Felipe Pueblo/Santa Ana Pueblo joint-use area","83","D0","R","F","G2170","A",2842607,0,"+35.3627515","-106.4948767"
"822","4940","02419125","4940R","San Felipe Pueblo/Santo Domingo Pueblo","San Felipe Pueblo/Santo Domingo Pueblo joint-use area","83","D0","R","F","G2170","A",3207220,0,"+35.4738653","-106.3715921"
"823","4910","02418987","4910R","Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land","Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area","83","D0","R","F","G2170","A",1060454,0,"+39.7010141","-095.7209027"
"824","5970","02418712","5970R","Miami/Peoria","Miami/Peoria joint-use OTSA","90","D0","R","F","G2170","S",32219953,439979,"+36.9014538","-094.9203738"
"825","5915","01925072","5915R","Creek/Seminole","Creek/Seminole joint-use OTSA","90","D0","R","F","G2170","S",168833405,815820,"+35.2828318","-096.4646003"
"826","5950","02418647","5950R","Kaw/Ponca","Kaw/Ponca joint-use OTSA","90","D0","R","F","G2170","S",281605325,4415026,"+36.7458033","-097.1350714"
